comment,stars,verified,date,country,helpful,has-media
"Purchased two 12 month PS Plus subscription voucher codes and used one at that time, then held the other for possible gift or to use later.  When I attempted to activate second voucher code it had been cancelled and Amazon refused to provide any assistance, instead requiring multiple calls to Sony and long hold times. I have now submitted a copy of the e-mail I got from Amazon to Sony support and hopefully the will reactivate the code or give me a new one, but if not it appears I have no other recourse.  If Amazon sells a product, they need to be able to resolve issues and not just finger point and pass the buck.  Very frustrating and disappointing.",1,1,2018-11-21,1,2,0
"Pretty simple, I paid for the code, put it in, ""The code you entered is inactive.  Please check terms and conditions.""Love to press the buy button and have money disappear then get nothing.",1,1,2018-10-23,1,2,1
"Hi, i just bought a code and it doesn't work, when i try to redeem the code give the next message ""The code you entered may not be correct or may no longer be valid. Please check your entry"" so need help or my money back,",1,1,2018-4-29,1,1,0
"My PlayStation 4 is a year old now and this is my second time purchasing a PS Plus code from this site. Last year, I bought a code during Black Friday and as soon as I boot up the console, I entered the code and it worked. One year later and for some reason, the code doesn't go through. I entered the 12 digit code from my PlayStation and I got the green check meaning I did everything right. However, my PS Plus didn't extend. To make matters worse, it doesn't work when I enter the code from the store's website and this was after entering it from the store via my console.As I'm typing this, my membership expired this week and I'm out $39.99 (plus tax). I doubt I can get a refund now and because of this, I don't think I can trust this site to provide me with PS Plus codes. I refuse to go through that again in 2019.",1,1,2018-12-6,1,8,0
"After purchasing, I immediately entered the code on my PS4 and it didn't work.  I tried it a few more times and still no luck.  After troubleshooting for maybe 15 minutes, I tried it again and it worked.  I believe it takes 10-20 minutes for Sony to register the newly generated code after purchasing it from Amazon. If the code doesn't immediately work for you, wait 20 minutes and try again.",4,1,2016-12-20,1,5,0
"Immediately received activation code and was able to add a year to my PSN account.  Got it for the $39 cyber monday deal.  I am giving it 3 stars though, because $59 is a ripoff.",3,1,2017-11-29,1,9,0
The product(playstation Plus membership card) itself is fine. Digital code worked flawlessly. However since I've been a playstation plus members I've noticed the benefits and content has been less and the specials dont seem to come as often or to be the higher quality games. I may give it another month or so but if it stays the same I will most likely discontinue my membership. If you use PS3 system they will be discontinuing support for in the near future from my understanding. Which is a shame due to so many out there that still utilize that very capable and enjoyable system.,3,1,2018-8-15,1,6,0
"Have been a PlayStation Plus member for years, but this one I bought for my son as a gift.  Much more affective than just adding it by credit card on his account because we printed out the graphic and put it in a card for him and he was able to add it to his own account.  Made it feel more real to him.  PlayStation Plus is well worth it.  Some of my favorite games were free from PS Plus.  Well worth it for the benefits.",5,1,2017-11-2,1,7,0
Worked perfectly fine. Most of these people rating low stars don’t even know how to follow simple instructions and seem like they don’t even understand how digital codes work. I bought it while I was on my way home from work. 20 minutes after my purchase I redeemed the code on my PS4 and guess what? It worked!Everything was smooth as butter and no issues here.,5,1,2019-3-15,1,3,1
"I don't hate anything but since Amazon's rating stars equate hate to the lowest grade, this was the only available option.It is the Playstation policy of ultra adherence to it's ""transfer"" rule, that I have a problem with. As concise as I can make this, PS will not accept my voucher because I bought  this from Amazon with My credit card. My husband then entered the # into my underage grandson's acct. which has My Husband's email address. My name is also on the account because PS required TWO signatures to allow my grandson to open the acct.  Well it seems that because my email address and my husband's address are not exactly the same, the voucher was denied. At least, I think that's the issue. PS has a VERY LONG policy list that is confusing at times and needlessly inclusive, almost everything under the sun.",1,1,2018-8-2,1,2,0
