comment,stars,verified,date,country,helpful,has-media
I opened the box and found the speaker to have greasy marks on it and dirt/shmootz on its underside.  This speaker is used and was returned by someone else.  I didn’t bother syncing/listening through it.  I’m returning this speaker.,1,1,2018-9-9,1,9,1
"This speaker is amazing!  It's a little larger and heavier than its predecessor, of which I bought 2, but that isn't a problem at all. This Angle 3 is superb!  I listen to music with my Echo, but, when in the kitchen, bedroom, etc., I use the OontZ 3 so that I don't have to have my Echo full volume and disturb my roommate!  The range is unbelievable!  I can even take it to the downstairs kitchen and it works great.  The sound that comes from this little speaker is exceptional.  It is a very full, rich sound.  While my Echo has great sound, I actually like the sound from this better.  You are also able to use the volume up/down buttons to go back or forward to the next song.  It has a pause button, also.  The charge lasts a very long time.  I bought this in June.  I use it from 2 - 6 hours a day and I have only recharged it once, but, only to keep it at full charge in case the electricity went out.  How wonderful it is to have a cordless speaker that is this great.  Makes storm power outages much more pleasant!  Power was out for 10 hours, went back out for 6 hours, and, without a charge, it worked perfectly for those 16 hours.  I absolutely love the non-skid rubber on the bottom.  Between my kitties and me, things are always getting knocked around. This speaker doesn't move!  It doesn't even slide easy!  In the kitchen, the OontZ 3 got splashed quite a bit.  The water stayed on the covering and wiped off easy.  Fixing to buy a second one for my roommate!  I LOVE IT!!!",5,1,2017-9-9,1,1,0
"This speaker is very poor quality. I've used it for several months now and get more frustrated every time. I listen to it for about 30-45 minutes at a time. Sometime is works great and sometimes I want to throw it out the window. The issue is with the Bluetooth. Most days, the speaker has little hiccups where it looses Bluetooth connection, pauses the music, and then reconnects. I then have to press play again on my phone. This regularly happens 2-3 times PER song! Incredibly frustrating. I tried using an aux cable to get around the Bluetooth issue, but using an aux cable lowers the overall volume of the speaker significantly. Do not buy!",1,1,2018-9-23,1,6,0
"I do not suggest getting these speakers at all.  The first one I got stopped working within the  first couple months, I had gotten the extended warranty and was sent a replacement,  that one stopped working as well within a couple months.  They sent yet another replacement even though I mentioned my concern that the speakers weren't working after a few months.  The replacement again lasted a few months and stopped.  I wrote the company again and they are saying sorry you're no longer under warranty not our problem.  I will never buy speakers from this company again and suggest others not to, especially when they keep breaking down so quickly and the company says basically yeah we aren't standing behind our product.  Look elsewhere for speakers and know even with extended warranty they won't back up products not even a year old.",1,1,2018-4-16,1,8,0
"Like any product, this speaker has both good and less than good points.  Having just received it, I am limited to immediate experience, although thus far more good than bad:Oontz Angle 3 Speaker (Geez, what a name!) appears well constructed, with good, solid feeling to it; although it isn't at all heavy.  It doesn't have any apparition nor feeling of being loosely constructed, with good and tight fitting rubber seals and grommet for power/hard cable connection port.  It was a bit difficult to get grommet open for charge the first time, but using some blunt tool removes it easy enough...Make sure you don't use anything like a sharp knife or like edged tool, because the rubber grommet could be accidentally cut easily enough when trying to lift it out initially. That's not a point for complaint, because speaker is supposed to be water proof enough to take in the shower, although user pamphlet expressively warns against full submersion.  I as well like the fact the pamphlet is well written, easy to understand in explaining functions and set up, and I am thrilled by the fact it is completely in English; as opposed to multi language documents that are written in several languages at microdot font. It's definitely a high point for me to see the instructions are completely in English, but higher still, designed and engineered in America! It is manufactured in China however (What isn't these days?), and I would have preferred American manufacturing and paid more for it if it was.",5,1,2018-4-28,1,5,0
"Awesome product!! I purchased this for a cross country road trip in an '80s Camaro with a busted radio. It worked great for my cross country trip; I could hear it over road noise and the battery life was sufficient for an 8 hour day.  (The cigarette lighter was also busted so it was important for the battery to last as long as possible.)  The sound quality is also excellent!  It really thumps when you crank it up.  I love this little speaker!  I use it all the time at home, its so portable and again I stress the great battery life.  It goes for quite a while between charges.  I had no problems pairing it with my Samsung Galaxy S6.  I also like the rubber feet it has which made it stay right on the dash where I placed it.",5,1,2017-8-10,1,7,1
"I bought three Bluetooth speakers hoping ONE would be usable.  All three ended up being keepers for different reasons. I bought the Cambridge SoundWorks Oontz Angle 3, the Anker Classic Portable, and the Boombotix REX.Portability:  All three are fantastic, no real difference.  If you want to nitpick, the Boombotix is the smallest, the Anker is next, and the Cambridge is the largest.  But again, none of them are really different.  I give an edge to the Boombotix for it's clip, it's more flexible. The clip is super hard to get open though. You aren't clipping it to anything thick.",4,1,2015-10-23,1,5,0
"Upgraded to this from a smaller and cheaper bluetooth speaker and would never go back. It has played every song at full volume like a champ from hard rock, to trance, throw in some 50's stuff, even some classical and sounds awesome. Work in a commercial kitchen so with exhaust fans going and oven fans blowing my coworkers love to hear the tunes as well and this cuts through the noise without a problem. Very clear from across the kitchen so only complaints I get are when I throw on a song they don't prefer haha. Battery life is as advertised, maybe 4 or 5 hours max if I push it full volume the whole time so keep a backup power source or just keep it plugged in if you got a free outlet somewhere, will obviously last longer with volume lowered, but for the most part it lasts as long as it says. It did fall off a 6 foot shelf a couple times, but survived intact, no cracks anywhere and still sounding just like the first day. The aux port is a nice addition if you need it for older audio sources, i'd rather have it than not. Bluetooth connection has been rock solid for me, never lost a connection once other than when I forget my phone is on me and I walk into one of the walk-in coolers. I love having a button for each function rather than having one share multiple functions, it's just less of a hassle and I appreciate the addition. I have yet to buy another one to try out the dual stereo feature, but i'm sure it works great. Instruction book was nice and detailed. For the price i've been satisfied with this purchase and will look into getting another one if I feel the need to.",5,1,2019-6-10,1,3,0
"This speaker was pretty good when it worked.  After about a month, streaming music and podcasts would just stop / start and whole stretches of playback would just drop out.  Also playback would randomly speed up and slow down.  It just became unusable.  I never dropped it or abused it in any way.  Just set it on the shelf and connected via Bluetooth.  Its not my phone that is causing the problems because I can stream to my BOSE radio all day long with none of the issues I have mentioned here.  Using earbuds are likewise fine.  You definitely get what you pay for with this POS.  Its too late to return it, go I'll just bite the bullet and buy a JBL Bluetooth speaker (that I should have done in the first place).",1,1,2018-12-12,1,4,0
"Well I cross shopped the Oontz Angle 3 and Amazon Basics speaker (the cheaper 2.5-watt speaker from Amazon, NOT the 3W amazonbasics speaker). I was surprised to see no reviews comparing the two since they are a similar price so this experience may help others like myself.I use this with a fire tablet HD8 which we keep in Show mode in the kitchen (the stock speakers on the tablet are terrible).",5,1,2018-8-4,1,3,1
