comment,stars,verified,date,country,helpful,has-media
"It's a good controller, but if this is as good as it gets, the future of racing games on the Switch is almost nonexistent, the two biggest flaws of this controller are the following:-The ridiculously expensive price tag.",3,1,2018-9-21,1,6,0
"Where to begin...I've always been fine with the Joycons, Handheld mode, in the grip, or one in each hand. I don't mind any of those control methods, nor do I find their D-Pad buttons to be a problem. But I bought this controller for Smash Ultimate and to see what all the fuss was about, because I don't want my Joycons breaking in a moment of carelessness.",4,1,2018-9-26,1,5,0
"Worked perfectly for a month. Then about two weeks ago I was playing Splatoon and I noticed that sometimes when I would be trying to run forward my character would instead walk very slowly. It has now gotten to the point where my character will completely halt for a solid 2 seconds before moving again. In Splatoon, this is absolutely game breaking. I've recalibrated and reset the controller a dozen times and nothing has fixed the problem.I couldn't find any option to contact the seller to ask for repair/replacement so I guess I'll have to go through Nintendo themselves. Very disappointed that I paid $70 for a controller that only worked for one month.",1,1,2018-3-10,1,9,0
"I can't imagine playing switch games without this controller. The regular controller is just a little bit off in how it's shaped and it just doesn't quite feel as comfortable as you want for most games and for playing a long time. The grips are really nice and the feel is clean and button presses are pretty crisp. This controller is very comfortable and surprisingly has the NFC built in for amiibo. The only gripe is that the NFC is in a weird spot and can be a little difficult to trigger. The battery life in this is really good and I've never gone a play session where it's gone dead. Charging doesn't seem to take that long either. If only they had more colors, like a Luigi green. The retail price is a little ridiculous, but it's worth it on sale.",5,1,2018-1-28,1,5,0
"I like this controller better than their WiiU Pro. What I don’t like is the price and that in order to use your old WiiU Pro you’ll need a dongle. They should add support for them, they really should. I prefer the shape on the WiiU Pro better but this one actually feels more comfortable to me. They finally offset the analogue joysticks which makes gaming easier. 40hr battery life vs the old at 80hrs is a step back but they use the exact same battery just this one has hd rumble and an nfc reader. 40hrs is still long enough for even a hardcore gamer. You don’t need the joycons to play the switch. I brought my switch screen and this controller to work and played Mario Kart during lunch. Left the joycons at home. I like that the buttons aren’t so tiny like on the joycons. I have average adult hands and the joycons are just too small for me. I can’t use them comfortably. This is the best wireless option without a dongle.",5,1,2018-2-19,1,5,0
"This is probably the most comfortably designed controller I've ever held. The buttons are nice and big and feel great to press, the weight is good, the sticks feel great, like all Nintendo analog sticks do. HD rumble and motion controls work fine and battery life is worlds ahead of the PS4 controller. The D-pad is a step down from typically Nintendo design though, having no ball underneath the center, so every direction can be pushed in at once, which can occasionally cause problems, but I've played a ton of Tetris and shovel Knight with it and it's still pretty solid. The erganomics are stellar though, to be sure. Feels better than any other controller that I can think of and I think the Xbox one S controller is pretty top notch comfort-wise. Also, with the right Bluetooth controller adapter it can be used on the PS3 and aside from the six axis crap not being present it works perfectly. I blasted through a good portion of uncharted with it just to test it. I bought mine used too which I'm normally leery of, but it's really study and I've had no issues at all. I love it.",5,1,2017-9-27,1,7,0
"Honestly a great controller. Better of course than the Joy-Cons that come with the Switch. The analog sticks are smooth in movement, the D pad suffices, the buttons aren't too small and the triggers are nice. Being an owner of a PS4 Pro and an Xbox One S its my opinion that the Pro Switch controller is the most comfortable I've used. Ergonomic and nice to hold. Shame it doesn't come with the Switch but the controller is a luxury to have so the purchase is worth it.",5,1,2017-5-30,1,6,0
"Ayo I picked up this controller cause I'm a piece of garbage who won't settle for the basic black one, and it got me curious about the game itself so I checked it out and almost 200 hours in Xenoblade later I can fully say this controller is a right slammer. Works just like a normal pro controller, plus it's reddish pink. Now not only can I be more insecure about my masculinity, but all my friends who know what xenoblade is can judge me for liking such a weird-ass game. What more could you want. Unfortunately, I wouldn't say it's worth the upwards of 100 dollars that it's listed for. Just get a normal pro controller if you're not a picky pile of human trash like me, or just use the joycons; you're only playing smash anyways ya jackass and you suck at it to boot.",4,1,2019-3-27,1,2,0
"I bought my Switch last year for Christmas for me from my husband ♥️. I love playing the Zelda games.The Joy controls took a little getting used to. I don't hate them but I don't love them either. I definitely did not want a corded controller, so the Pro A or Horipad wasn't an option (I think that is what they are called) so I just got used to the Joy con controls. My husband has really big hands so he really has a difficult time playing with the Joy Cons. He doesn't play the Switch that often so it wasn't a big deal. I didn't realize the Pro Controller had come out until recently but I didn't really want to spend the money at the time.",5,1,2018-11-28,1,2,1
"I expected this controller to work longer than 6 months. After very light use(I own a ps4, xbox and gaming pc) of the controller, within 6 moths the left joystick stopped working in the up position. I only use the pro controller when playing more than 2 player games like mario cart. I contact amazon support and nintendo support they told me the controller has past the 3 month nintendo accessory warranty, so an exchange is not possible. Nintendo mentioned a $40 dollar repair fee since it is out of warranty. Very disappointed with nintendo because the pro controller is very pricey. Again, I expected this to work longer than 6 months with very light use.",1,1,2019-3-16,1,2,0
Update 8/31/20: Upgrading back to 5/5 stars! Turns out I accidentally turned motion control on without knowing it. Once I found that and turned it off the issue was gone.Please ignore my negative comment below.,5,1,2020-8-27,1,1,0
"I bought one at Gamestop and the left joystick stopped working after a few months.  I sent it back to Nintendo under warranty thinking it was a fluke and bought another one while it was being repaired.  The first one came back and worked fine but then after a few more months both failed, out of warranty.  The problem seems to be the ball cover of the joystick top rubs against the round opening of the case and creates all sorts of plastic dust that gets into the joystick electronic switches and causes them to fail.  I opened up the case, blew out the electronics and it worked for a little bit but then the problem came back, even though I kept the joystick top clean.  I tried isopropyl alcohol to flush it, vacuumed it out and it worked afterwards for a week of heavy use but then failed again.  I was quoted $25 or $29 to repair.  But instead I bought a third party one and it has worked longer than the other two and continues to work.  Until they fix this design flaw don't throw your money away.  Shame because when it works, its smooth and responsive and has a very nice feel.",2,1,2018-8-6,1,6,0
