comment,stars,verified,date,country,helpful,has-media
"The genuine Samsung Evo Select line of Micro SD cards are great. They are reliable and they live up to the speed and capacity classifications they claim to. I've been using Samsung cards for years and they are the only brand that consistently doesn't give me any issues year after year.This 32GB card is no exception. However, by default the card is formatted as FAT32, but I prefer exFAT as FAT32 won't allow you to transfer a folder containing more than 4GB to the card. That's annoying if you are moving data from an old card to a new one. FAT32 has 4GB file size limitations, but on a transfer it recognizes a directory containing lots of files as 1 thing, and applies the 4GB limit. This will give you an error (in Windows anyway) that there isn't enough space available for the transfer. But if you copy the files individually it works fine. Or just format the card to exFAT and it will accept the folder that exceeds 4GB easily. exFAT will work just fine in an Android phone as well (Android 5.1 or higher. Earlier versions may have some issues with the exFAT formatting)",5,1,2017-7-26,1,3,1
"Another user review points out that their 128GB Samsung EVO Select card is only rated for 60MB/s write speeds.If you look under the ""From the manufacturer"" part of the product description with the 64GB version of the card selected you will see that it states that it is rated for write speeds up to 20MB/s.",5,1,2020-6-10,1,2,1
"You should be very careful when buying SD cards online. One way I knew this listing was legitimate was by checking the merchant during order review, mine showed as ""Amazon.com Services LLC"".Upon arrival I checked the packaging which had no misprints, and the micro SD card graphics were crisp and had white sides, the model number on the packaging also matched the model written on the card's backside, all pointing to a legitimate item.",5,1,2020-6-15,1,1,1
"Died days after installing it in phone. Looking at the reviews, it seems to happen occasionally. Hopefully the replacement will be better",1,1,2018-1-15,1,1,0
Why new version is just 60M?Old version is up to 90M？,4,1,2020-6-6,1,8,1
"All the Samsung EVO cards are UHS-3 except for the one EVO 32Gb version, where a quick sleight of hand is made to UHS-1.  But that should be easy to spot, right...?  No, because the cards as listed confuse two different ratings - designated on the card by a Roman Numeral (usually a 'I') and a number placed inside a 'U'.  The number in the U is the cards' UHS rating, the former it's type - if you have a jeweler's loupe, you can see what they are on the card.The listings have all the cards as UHS-I, which, if you don't know prior to purchasing, they've mixed things up.  The cards are all Type I and UHS-3...except for the 32Gb, which is UHS-1.",1,1,2018-1-4,1,2,1
"First time I bought this, it got corrupted within a year. I am a normal user of the phone and do not fool around with the sd card. I just let it sit in my phone, and never take it out. Left with no choice (since my internal is only 32GB- Samsung S7 Edge) I reordered this. It has got corrupted again, this time after working for only 8 months (Bought November 2017, corrupted June 2018). What am I supposed to do? How do I get in touch with Samsung support?",1,1,2018-7-8,1,7,0
"It seems like everything I purchase “new” on amazon.com is sent to me broken, used, or defective in some way or another. I was sent this microSD card and couldn’t even use it, when I inserted it into my computer it said “this drive has problems and must be repaired click here to scan this drive for errors.”. I tried formatting it on my android phone and still it was unusable and repeatedly gave me errors about the card being corrupt and saying it requires formatting, then had errors during formatting. Every device I try to use with this card has a problem with it.",1,1,2017-12-4,1,1,0
This product was delivered in an open package that had clearly been damaged before shipment because other cards in the same mailer were undamaged . It was not sold as used or repackaged. It apeares as if the SD card was removed from the packaging and replaced. Update : SD card was clearly damaged and it clearly explains why it was repackaged.,1,1,2020-6-12,1,2,1
"I only buy Samsung SD cards.  I verify them all with Samsung's software called ""Samsung Memory Card/UFD Authentication Utility.""  This is a review for the 128GB EVO Select.",5,1,2020-6-26,1,1,1
