comment,stars,verified,date,country,helpful,has-media
"I previously owned a Spark for many years and was thinking of upgrading to Mavic Mini. But then, Mavic Air 2 was released and considering the Features presented and the remote (the previous DJI remotes are quite a hassle to attach to the phone in my opinion), I think I give this a go. Just received this Fly More Combo today, and flew on the same day. I am speechless and it truly exceeds spark in every way. So happy that I bought it. I'll still keep my Spark because it is still a great drone.Pros:",5,1,2020-5-24,1,3,1
I sold my Mavic air and got this. Reading from some of you with activation issues got me worried but I didn’t have that issue. I already read about using the battery charging hub may not charge 100% and so I charge it one by one.Remember the hub do not charge all batteries at once. It charges one after the other.,4,1,2020-5-30,1,3,1
"The most important feature I was looking for with Mavic Air 2 was ""4K 60 fps"" - this works only when the drone is manually controlled with your remote.  However, it does not work with ""Follow Me"" nor with ""Circle"" mode.  This is a big bummer and a deal breaker for me.Also, ""boomerang"" mode and other quick shot mode do not work on the moving subject.",2,1,2020-5-24,1,4,0
"I fly FPV freestyle (totally different, for racing fast, etc) and needed a proper camera drone. Really torn between the Mini and Air 2. My buddy has the Mini, so I flew the Mini. The Mini is very impressive, to be honest, its the perfect all-around drone, I mean yeah the Air 2 offers a few more features, but in the big picture the Mini is very very tempting and half the price (Fly More Combo).But after flying it and getting way too any ""Wind is strong"" alerts on a really nice day that was not windy at all. I understand its different, and it's like comparing apples to pears, but we all want what's best for us. But... there is the temptation to get a real drone meaning its over 250 grams and is not really considered a ""toy"" which really looks like.  I have another 3 weeks to decide if the Air 2 is staying, but I am pretty sure what I have done and seen so far, I can't get rid of it! The Mini will feel like a toy and Ill always be worrying it is gonna get ""blown out of the sky"" which they are known for due to the size.",5,1,2020-6-17,1,2,1
"Ordered a new unit and went to register and activate in order to be able to fly the unit, wouldn’t activate and the app told me to contact DJI for support. The support team told me it was defective and offered to replace it. I have not received the return label they have promised to email both times I have called. Contacted Amazon for a return or exchange and they won’t offer any solution other than contact DJI. I keep getting the run around meanwhile I’m stuck with a defective unit and a deadline for the reason I bought it in the first place.Do not buy this drone or any DJI drone off amazon upon further reviews other people have had similar experiences. This makes me question the integrity of these units sold on Amazon. I would buy in person from a big box if I had to do it over.",1,1,2020-6-16,1,4,0
"The best drone out for most people for a good decent price. I love this thing. My brother got a dji pro platinum a while back for a steal.. Right time right place... Talking under 500 bucks ever since I have wanted one but never could spend 1500 on one so bought a few cheaper ones and there ok but I craved distance.. Then bought a really good cheap one and it was up there in flying experience.... Not toy level but although went farther than all my previous ones... Wasn't enough. I wanted something that I could safety go 2 miles or something.. Then air 2 was out, still alot more than iam used to spending on... Let's face it, a toy for me anyways, iam not a professional photographer or anything. But with Amazon's no interest payments I went for it.. And will never regret it. I love this thing. Still haven't Gotton to do my 2 miles out as iam sure this just isn't possible unless you live out in the open but nothing stopping me from jumping in the truck and finding a good area. Just wanted to be able to walk out my front door. And I don't live in city, small desert town of less than 3000 people... Actually ideal place to fly.",5,1,2020-7-2,1,2,0
"This is a product support review, as I could not ""activate"" or ""re-activate"" the drone as I was told to do during the binding process.  After struggling to find a contact number, but not before being channeled into an unresponsive ""chat"" support (no one attended after fifteen minutes), I was told by the tech support, after only a couple of questions to return the Mavic Air 2.  I wasted most of my morning only to find out that it was defective.  My web searches found many that had many, and some similar issues.  Is this product really ready for prime time, is the tech support operation up to the demand?  Discouraging, but I will likely give them one more try.",2,1,2020-5-28,1,4,0
"The new Air 2 Mavic did not disappoint me. Battery life is way better than the spark I had before. distance I can fly is way better. Even outside of line of sight, I have ventured 2 miles with no loss of signal. that is about my limit on comfort though. Its very fast 44mph and the camera is good. I cant see a significant difference in the camera itself but the new modes I get with the app are nice. I have tried HDR and a few others. They are nice to have, but I can do most of that with the Spark. Overall I am very pleased with this drone, If it crashed I would buy the same one again.I really love this thing. It seems to have all the features that are important to me.  i even like the hand controller. I really love the fact that the cable to attach to the phone stays inside the controller. All I have to grab is my controller and the drone and I am off to fly. No more searching for where I put the cable. Its much easier to grab and go.",5,1,2020-6-10,1,2,0
"I bought the regular product, but after my first fly, I discovered that the battery just allow to fly for 20min, no 34 as described by DJi. Anyway, I loved and I started to search more battery to buy and I found the combo called by ""fly more""... that you pay more 184 bucks and you get a lot of things including 3 batteries and 3 lens. I tried to trade but the Amazon do not allow and ask me to return. When I return, on the end of the process the Amazon removed my option to put my money as credit, to buy another on the same day and pay the difference... now I'll need to wait 7 days to receive my money on my debit card. For this reason I'll buy the combo ""fly more"" on another store, to fly weekend. I love the Amazon and I loved this drone. I recommend seriously this amazing product for everyone that dream to fly like a bird, but I recommend 3 batteries, because only one it's impossible to enjoy the product. Also, pay attention about your debit card transaction to avoid what's happening with me about only one option to return your money, just in case.",5,1,2020-7-20,1,2,0
"I was really excited for this drone to come in. I originally bought the Mavic mini but decided to go with the Air 2 after reading many impressive reviews. Little did I know that (after already being delayed once) my order would arrive without the needed RC cables! The only one it came with was the lightning cable, and the drone is now useless to me since I have an android. Very upset, I was highly anticipating this drone.I'm going to be returning promptly and won't be buying from them again. On the bright side, I now have $860 to spend on my FPV quad.",1,1,2020-6-3,1,4,0
Unboxing on my Youtube Channel from a real consumer standpoint coming on the 19th when it is shipped head over and subscribe to Youtube/ ChoochTech to be the first to see how this thing really performs. I'm going to put it through the ringer!,5,0,2020-5-12,1,7,0
Was looking to upgrade and test out a DJI drone but sis not want to spend a fortune.I ordered the MA 2  before it was released and have been very happy with the design and function.,5,1,2020-6-9,1,2,0
"This is the one. The hype surrounding the release of the DJI Mavic Air 2 couldn't be touched or even measured on our measly human scales. I'm pleased to report that this drone doesn't disappoint, but that doesn't mean its perfect. Let's start with the pros.Image quality: The Mavic Air two improve its image quality over its predecessor by including a 48 MP quad Bayer sensor. (More on this later) The sensor is able to combine 4 pixels together for better lowlight capabilities,  HDR photo and video, or in ideal lighting use the 48 MP for extra details.",5,1,2020-6-10,1,1,0
"This thing has ADS-B!  I work for the FAA and was really surprised to see this tiny drone have ADS-B.  It has all the features of some of the best more expensive drones out there.  I've only had it a few weeks and there are so much more to play with.  I really like the AEB 5 shot.  I'm a photographer and love the dynamic range you can achieve with a 5 shot HDR  using the AEB feature.  I also turned on RAW for all the photos as I noticed some of the JPG's had an odd tint to it, probably from guessing what the lighting situation was.  Shoot in RAW and you can select ""Cloudy, Sunny etc."" in post.  Video's are really neat and I'm still learning.  The drone felt a whole lot better made than it looked online.  Only CONS so far is my dogs want to attack it, and no side or back sensors to prevent collisions in all directions.  But if it did have them, it would leave nothing for the PRO versions.  However it see's ahead while flying and compensates very well.",5,1,2020-6-26,1,1,1
"Google 0xffe error on these products. I contacted support and they just said that it is a DOA issue. They have no fix for it and they will do nothing for you for having shipped a defective product. DJI is sending out 1,000 bricks.",1,1,2020-6-2,1,4,0
"I have had the Phantom 4 for years and as much as that one is more expensive, I feel like Mavic Air 2 is one hell of a upgrade. The size is absolutely perfect for me. Not super small like the mini which would make it more difficult to fly in moderate wind and has significantly more Technology on board. The video quality and quick shots are excellent for most users. I would consider my skill level with drones and photography (i shoot with professional  DSLR) as intermediate to advanced. I can definitely appreciate the simplicity of some of the functions that this drone offers without getting overly technical and caught up in those details that take away from focusing on setting up creative shots. The air sense on the drone is also a great addition and peace of mind. When an aircraft gets within hey specific range of the drone went in flight you get a very useful map of where that plane is in relation to your drone.",5,1,2020-6-2,1,1,0
"Frustrations:1) POOR QUALITY CONTROL - there are two types of propellers required. The motors are supposed to be marked or unmarked, and then matched to the corresponding propeller - marked or unmarked. My drone had THREE marked motors and ONE unmarked motor. There are supposed to be two and two. This poor quality control on DJI's part. If I hadn't caught their mistake then my drone would have spiraled and crashed.",2,1,2020-9-12,1,0,0
"I've owned a DJI Spark since 2017 and was in the market to upgrade. I considered the Autel Evo II, Skydio 2, Mavic 2 Zoom and Mavic Air 2.  Hands down, the best value is the Mavic Air 2. I stress value since the other drones arguably have more capabilities but I am a casual flyer; not a professional or for profit flyer.For a quick rundown, the issues with the Spark are its short flight time. It seems every time I just got into flying, it was time to change the battery. Not so with the Air 2.",4,1,2020-9-25,1,0,0
Wish I would have read the reviews BEFORE I wasted my time and money on something that I never could get to work!! Returning today. Such a disappointment. Terrible customer service as well.,1,1,2020-6-9,1,4,1
Unable to activate drone. Tried multiple phones and nothing. I even downloaded dji flight assistant on the pc and reinstalled firmware and nothing. Extremely disappointed with DJI. Their customer service is a joke.5/30/2020 UPDATE:,1,1,2020-5-24,1,4,1
"Awesome product , takes great photos.",4,1,2020-5-17,1,4,0
