comment,stars,verified,date,country,helpful,has-media
"I'm constantly telling people/family to stop buying cables from the box stores as they're just too expensive, to stop wasting their money.  As a former sales person of stereo equipment we were always told to ""push new cables on new purchases"", and for good reason.  I think the markup on cables and such might surpass jewelry!!  It's just horrible.  So stop buying those overpriced cables and buy them here on Amazon, or at a couple of other online retailers, for much, MUCH less.  They work just as well as the name brand cables, just without the fancy colors, or the fancy labels.  But hey, if you've got one of those unlimited budgets and money is no object, then go ahead and buy that $100+ per foot, 4 gauge speaker cable, or other severely overpriced interconnects.",5,1,2018-1-29,1,5,0
"2017 SepOriginally I put 5 stars, because it worked fine after installation. However about 6 months, I started to observe issue that the video image blacked out intermittently. I was not able to find the root cause, because the issue was intermittent, but recently I completely lost the image, and I identified that root cause is this HDMI cable. After I replaced the cable with another one, the image was recovered and didn't show any intermittent issue.",1,1,2017-1-5,1,4,0
"I am going to keep this review short and sweet. I saw many reviews referencing these cables not being able to handle 4K HDR or support 4:4:4 chroma at 60Hz. While I cannot speak for the configurations of other users, I can confirm the following:Using this cable on a Samsung KS8500, I can confirm that this cable supports:",5,1,2016-9-18,1,1,1
We had bought a new TiVo and a new TV and for the lif of ours we could not pinpoint which one was malfunctioning when the sound would dip during different times of viewing.  Turns out these HDMI cables are the problem!!!! … You have no idea how much time I spent trying to troubleshoot the poor new devices.  For having put through what I have gone thru I would rate these as garbage!!! Grrrrr!!!,1,1,2018-6-30,1,2,0
Amazing cables at an affordable price. Tested with 4K HDR and Dolby Vision. Works with Apple TV too. I have this HDMI cable going from my Denon AV receiver to my LG OLED TV and all my devices hooked to my AV receiver using this HDMI cable as well. Everything works great. Don't listen to the reviews that said Dolby Vision doesn't work on the Apple TV. They probably didn't set up their AV receiver and TV settings properly. The TV and the AV receiver has a setting that is listed as HDMI Deep Color or HDMI Enhanced that you will need to enable for HDR and Dolby Vision. Also it is prefered to set up the match settings under the video settings for the Apple TV.,5,1,2018-3-17,1,1,0
"Updating my review, I bought this 3 pack and while the first cable worked fine on 4K 60fps signals, the second and third cables has major issues.I had bought these to replace my older AmazonBasics high speed cables (10.2Gbps), however after purchasing a XBOX One X, those cables would not allow the XBOX to work in 4K. I had a similar issue with my Roku Ultra which would not work with the 4K 60fps setting. I decided to try these as they are rated at 18Gbps. While the first cable I tried worked flawlessly (no artifacts, flickering or other issues), the other two did not work as well. I tried Twisted Veins HDMI cables as well and had similar issues. I finally picked up Monoprice cables and haven't had any problems. Most people have good luck with these cables in shorter lengths (6ft or less), however at 10ft or longer I recommend looking for something else if you are using these on a 4K display. The two issues I saw with these cables at 4K 60fps were sparkles or repeating signal loss.",3,1,2017-11-23,1,2,0
"Please do not waste your hard earned money on overpriced HDMI cables in the name of picture or sound improvements. I currently am using these AmazonBasics High-Speed HDMI cables to connect our Yamaha v379 AV receiver to other HDMI enabled devices that link back to our 4K Samsung Smart TV and these have performed flawlessly.HDMI cables come in four types: Standard-speed --> Standard-speed with Ethernet --> High-speed --> High-speed with Ethernet. Since High-speed cables are so cheap (e.g these AmazonBasics cables), there really isn't any point of getting Standard-speed anymore. On the other hand, as most HDMI devices today can't receive Ethernet over HDMI, High-speed HDMI cables are really all you need.",5,1,2016-1-18,1,2,1
"I went through 3 other HDMI cables before finally just deciding to buy this one, All other 3 cables I used previously were all from other highly rated brands here on Amazon, all them claimed to support HDMI 2.0 4K @60Hz. And you can guess those claims fell flat and they did not work whatsoever, Most of those other cables would have no image to the TV when selecting HDMI 2.0 mode and also there was horrendous screen tearing eve though v-sync was enabled in the games I was playing on my PC.Well I am happy to report this is the very first cable I got that finally works as advertised. It can fully transmit a 4K 60Hz image over a 25 foot cable with no signal loss whatsoever. It even fully supports chroma 4:4:4 like a charm. This cable is an absolute beast and I cant believe how cheap it is. The other cables I got that didnt work were all over $60 and this $12 Amazon cable beats it in every way, I am a true believer in the Amazon basics brand for life now.",5,1,2018-12-3,1,8,1
"SO long. I never thought about how long 25 ft really was until I had it laid out in my living room! Great cable though, no issues whatsoever ever! The only concern I really have is that the cable cord is thick, a lot thicker than your standard HDMI cable. So for planning purposes this is important to note. I mounted my TV on my wall and used to cord/cable covers to maintain the wires. I was barely able to fit the TV power cable and the HDMI cord in the cover but I got it eventually. The cable works great just understand 25 ft is A LOT of cable and the cable runs a little thicker than your typical HDMI.",4,1,2017-7-2,1,1,0
"After reading reviews here to confirm that these cables are 4K HDR10 capable, I ordered a set of three to run in the wall between various devices and a new LG 4K tv.  They work fine with regular HD devices, but connected to an Xbox watching 4K Netflix, they fail within a few seconds every time.  It'll show a few seconds of the video, flicker to static for a second, or show noise patterns, then go blank.  Switching back to the HDMI cable that came with the Xbox works flawlessly.  All three cables exhibit this problem, so this doesn't seem to be a one-off issue.The Xbox renders all its menus and other output at 4K all the time, but the only time the cables fail is when Netflix enables HDR10 (the tv shows a little HDR badge in the corner when this happens), so I'm assuming the incompatibility is with HDR10.",1,1,2017-8-28,1,1,0
