comment,stars,verified,date,country,helpful,has-media
"Have read a lot of the negative reviews but can't relate. This gen 3 is meeting expectations. Easy to set up and install.  Just scan the QR code in their app.  I like that I can activate a siren on demand. It has good night vision. Two way convo. And I'm able to adjust the motion sensitivity. I have also been extensively testing it (I receive almost instant notification of motion frequently) and the battery still has a full charge. Does it have a lot of additional bells and whistles like integrating with ring alarm...no. But I knew that already when I READ THE SPECS. Do you need to pay the $30 or $100 per year to record and save...yes. if you are okay with that, the price and features will satisfy and you will likely get a couple of more.  For those having issues, maybe you should request a replacement.  Quality Control is never 100% unfortunately. But If you are still having issues after that.....maybe its......",5,1,2019-10-29,1,7,0
"Just be warned,  I ordered the Ring stickup Solar ""package"" with free echo dot.  I mean really....who would NOT get the echo dot for free???  Why is with or without a free item even a question or an option?!?!?!?  I thought..damn...this price is too good to be true.  And I was RIGHT!  What did I get.... I got a Ring Stick Up Cam,  not battery, not solar and not an indoor.  I don't know WHAT model it was...but get this....their was NO PLACE to plug in the Solar panel.  None.  I hunted down the installation instructions...which requires you to KNOW what you have....so I read them all....my only conclusion is that somehow I got a ""Battery Powered INDOOR ONLY Cam"" with a solar panel.  WTF!  And the Echo DOT????  Nowhere to be seen.  I suspected issues when it ""shipped"" in possibly ""two packages"" and the DOT was NOT listed on the Order receipt.  I am sadly disappointed with Amazon for screwing the pooch on this one.  I am sending them back.  Since I didn't get the Echo DOT I decided to order from ""Ring"" directly for the same price (minus the DOT).  So beware of the Solar ""Bundle"" what you see.....is NOT what you get at least for me.",1,1,2019-12-10,1,6,0
"I bought one of these on Black Friday and since day one, intermittent signal, it would not show me live view, it would disconnect from the modem and not work at all. I called Ring customer support and they tried to fix my issues. Spent 3 hours on the phone with a technician diagnosing all the issues such as going into my wifi router settings and reserving an IP for it and countless other things that I dont want to bore you with. In the end, they told me the problem was not the camera, it was my router because they were able to connect it through myCell phone hotspot. PLEASE, do yourself the favor and just order a replacement if you are having problems like me. As soon as I got my new replacement the new camera worked flawlessly. There seems to be quality control issues with some of these models especially the black Friday ones so make sure you get a replacement and dont take the Ring support “it’s your router” problem.",4,1,2020-1-17,1,7,0
"I spent near $500 for the Ring security system, doorbell camera, and a outside camera. Well, after hours of talking with support they said my device is faulty (as we could not get the light to spin for setting up the wifi). So I have to return that and try a new one. So, I decided to test out my outdoor security camera... this has to work right? WRONG, setup and updates went smoothly with the app saying I have a healthy internet connection. When going to live view however, it just gets stuck on ""Activating device"". The device is literally right next to my modem/router and base station and my download speed is 239.76 mbps and upload is 12 mbps... so the connection is not the issue. This has been a disaster and a big mistake for switching from Simplisafe. I wanted to use the ring as they had way more options for outdoor cameras.",1,1,2019-12-14,1,7,1
Be careful.  They recently changed the design and you can’t swivel it to mount on a roof. They want you to purchase a $20 kit.  They also don’t give you the tools anymore.  There is a reason why the price is a little cheaper.Not at all happy with the changes.,1,1,2019-12-7,1,1,0
"I purchased this because I have the Ring Doorbell and it works great. I installed this camera above my Garage to watch my driveway and it works only about 25% of the time. It shows a strong signal but I cannot see the video stream on my phone even when I am on the same Wifi. The motion detection only works about 25% of the time.  I contacted Ring support and they had me try a variety of things that ended up just wasting my time. The camera still does not work properly and Ring support offered no solution what so ever. I guess I am stuck with a horrible product and wasted my money on this thing. It is the worst security camera I have purchased and I will be replacing it as soon as possible. It will not be another Ring device.UPDATE: I have figured out that this camera works ok as long as it is indoors. If you put it outside, it is just a round brick. Ring even sent me a replacement and it still does not work if outside. I got the solar panel with it but there is no reason to power a brick. I still say this product is horrible and a waste of money. Buy anything else for use outdoors. DO NOT BUY if you want something you can rely on. If I could give a rating of zero stars, I would.",1,1,2020-1-9,1,5,0
I’d say this camera is good if you just want to see what’s happening around your house. I wouldn’t depend on it for a major security purpose. I have this hanging from the overhang by my garage at an slight angle about 9 ft from ground.Daytime quality: Great.,3,1,2020-5-23,1,4,1
Here are our Ring cameras that do work quite well:1. Ring doorbell,1,1,2020-1-3,1,5,0
"I paid an electrician to install this outside on our garage wall, where no electric power was available. But I wasn't about to use a battery powered one that would result in me climbing a ladder to remove the battery, recharge it and then climb the ladder again to reinstall the battery. Long story short, this stick up cam only worked when it wanted to, which most often wasn't when I wanted it to. Said it was connected to my wi-fi, but kept blaming my phone. So...bought a Ring Spot Light cam (cost more) and replaced the Stick Up Cam...it works perfectly, as I would have expected. Also a better application as this area is not lighted at night. Must say Ring Customer Service, most notably, Heather, was outstanding...stuck with me while we tried different things to make the first one work. It didn't, but she is The Bomb.",2,1,2020-2-8,1,5,0
"Quite possibly the biggest disappointment for an Amazon purchase of 2019.  The App will give a notification to my phone that there is motion, but when I open the app to view what that motion is I get the spinning circle of death at least 80% of the time!  I had high hopes for this...  Its battery operated, video quality when working is decent, but the entire point of having a device like this is to be able to view the video (and in real time...).  This is 100% not the case here.  It is just a failure of execution.",1,1,2019-12-22,1,7,0
"Pros:1. Motion detection works well, if you set it up with motion verification, and once set, it picks up as soon as a corner of my coat was in the zone, so it records the whole motion, while the Arlo pro has serious lag sometimes records video with the person already left the view.",4,1,2019-12-12,1,1,0
"First of all, let me say that i am not a ring camera expert, Just a person who bought the camera and tried it.The issues i had with this model.",4,1,2019-12-12,1,1,0
"This is my third Ring camera (door bell, inside camera and now this outside camera), and I have become sold on Ring products.  This stick-up plug-in outside camera exceeded my expectations.  I mounted it on the side of the house under the eaves.  Physical mounting was very easy, and the cord was long enough to reach through the eaves to an outlet in the attic without needing an extension cord. The ball-and-socket joint in the mount allowed sufficient angle adjustment that I didn't need a separate mounting bracket.  The angle of coverage is generous, the image is crisp, and the Infrared night vision is incredible.  It's easy to connect to WiFi, although be advised: when first connecting, it upgrades the software and tells you it could take up to 5 minutes.  Mine took 10-15 minutes with a high-speed router, so be patient.  There is also a wide range of parameters for the camera you can set with the Ring app, making it even more versatile.  I highly recommend it.",5,1,2020-8-24,1,1,0
"Have this on solar power.  So installed by the roof to get the sun, and away from tree. The application is unstable, and get confuse, when you use the scheduling mode. It never went back to normal after I used the schedule mode for motion. I did not sign up for the subscription. I purchased this late Oct 2019. I have the floodlight with the subscription. It was great in the beginning (installed 2017?) but the updated firmware, or what they claim enhancement, also caused the application to be confused. Was addressed to Ring, but the light quit turning on when motion is detected and recorded at night.  My issue is, when I changed network after getting a new provider. To change your wifi network, you have to press reset button on the camera that is installed way up there by the roof. I have other security cameras, I do not have to press any button to change the network name. It is all done in the app. Their excuse is for security. Really??? Your security of more revenue? Not mine, I just lost it. It could be worst if I climb up there and fall, for someone with the fear of height.",2,1,2020-6-4,1,1,0
"UPDATE: Shortly after my original post I discovered I had missed the detail about needing to purchase a ceiling mount in the Amazon ad...so that’s on me.  In addition I unexpectedly received an email and subsequent phone call from a Ring rep, Jason, who asked how he they could help with my problem...when’s the last you had a company do that...for me it’s been long time and frankly the very helpful conversation restored my confidence in Ring as a company. I will gladly do business with Ring in the future.ORIGINAL POST",1,1,2020-8-27,1,2,0
This is a not the same stick up camera I'm replacing. The old one has the ability to let you set up motion zones. This doesn't! You get 3 zones located across the bottom of the screen. Turns out you need to spend $200 to get that feature now. Ring Elite.I can't understand Amazon. They ship  $20 in garden hose parts in a box with padding but a $100 camera in a plastic bag. Returned,1,1,2020-7-8,1,3,1
