comment,stars,verified,date,country,helpful,has-media
"I got this in a rush when I needed a new headset. In hindsight a bit more research would have had me getting something else. As a precursor to the review I feel that it is worth noting that I am very rough on audio peripherals. I don't know why, but they usually last me about 6 months regardless of the quality and price. This is why I choose to buy at a cheaper price point more frequently rather than high-end less frequently.Pros:",5,1,2018-6-27,1,1,0
"This headset is light weight and has very good quality sound for the price and is very comfortable. Microphone works good as well. Lights on the sides of the headset make it look nice.Only complaint is that this headset is meant for PC users given the fact that both the USB cable and microphone plug in are connected very close together to the cable. Meaning, that if you are playing on PS4 you plug the microphone cable into the controller but can't plug the USB cable into the system for the lights. I ended up buying a 3 foot USB extension cable in order to be able to use the lights. So if you are using anything other than a PC and want the lights on the headset while you play, then you'll need an USB extension cable.",5,1,2017-9-17,1,6,0
Great quality headset and sound. Lights are not too bright whatsoever.Pros:,5,1,2018-4-9,1,4,0
These are everything!!!  We had bought some like these earlier this year.  And they cost more.  They are already broke and the sound qualify was nothing compared to these babies.  All my kids love to play on the ps4 with friends as well as the laptop.  These headphones work perfectly for both.  They even wear them with games that dont allow chatting.  Wish I had waited to give them as a christmas present!,5,1,2019-12-17,1,4,1
Works great for the given price. Good bang for your buck,5,1,2018-3-23,1,4,1
"I'll start off by saying I'm a middle aged dad who purchased this for my teenage son so that he would stop borrowing his sister's Beats for gaming.  I was first expecting to pay $100, but was pleasantly surprised by the pricing and reviews for these.I just now tested these, and to me, they don't seem too bad.  The audio quality is lesser than the Beats he was using, but to me, that's OK.  They are not as comfortable as the Beats either, but they're still fine for wearing for hours on end.",4,1,2017-11-17,1,1,0
"First of all, very aesthetically pleasing. The LED lighting is awesome. Stays plugged in at my desk and even walking by at night just look awesome. These over ear headphones sit very comfortably and don’t make my ears as tired as a lot of other headphones do. Not too heavy, feel right. Zero issues with sound quality. These also sit really well on my smaller kids’ heads, unlike most big headphones/headsets. Have the option to easily extend the headband. The over ear design offer great sound isolation, even with no active noise cancelling. The USB plug must be plugged into a power source to make the LED lights work of course, that is the USB plugs only purpose on this headset. All speaker and mic signal is only thru the analog connection on the non-detachable Y-cable end. Only thing to improve the product would be if the same USB port can also be used to deliver sound instead of only thru the 3.5mm plug. Great value headphones, seem very durable.",5,1,2019-12-21,1,3,1
"I have been through at least 5 gaming headphones(other brands)  for my teenager. These are really great quality. Sound, wire, and sound canceling features make this product a great buy.",5,1,2018-4-20,1,3,0
oh my lord these guys  at BENGOO are AMAZING. they  sent me an email about  having a review and email them back about any  issues all i wrote was i loved the headset worked right out of  the box packaging was great only down side is theirs no  cable splitter which  wasn't a big deal i just buy a splitter but no they emailed me back with a thankful  message for an apology and will refund me 30% of the  total cost now wow. that is a GREAT customer service and as for that this product receives a 5 star would recommend to ANYONE looking for a nice headset.,5,1,2017-7-19,1,1,0
"I'm a gamer, I bought few pairs of headphone for both PS4 and PC gaming. I was very surprised by what this headphone can offer! For this price point I don't think you can get anything better than this. It's good quality, comfortable, easy to use, very good sounds and noise cancellation! I mean, come on guys! $20 it's a amazing deal! I had some headphone ove $100 may or maybe stand up with this one!",5,1,2017-5-26,1,4,0
"I just purchased 2 of these headsets and the headset splitters since the ""notes"" section copied below :Notes:",5,1,2018-1-19,1,3,0
