comment,stars,verified,date,country,helpful,has-media
"A lot of people use copier paper in their ink jet printer and then wonder why their printer jams and breaks down early. I have learned the hard way that to get grief-free, long-life from my ink-jet printers, it is best to use ink-jet paper. The higher quality results are noticable, there is less dust given off that collects in the mechanism of the printer, and the printer lasts longer.But more importantly, when I hand someone a document that I printed on this paper, it is not unusual to hear ""Oh, you use good paper."" That makes me feel good.",5,1,2018-5-12,1,1,0
"This is a very reasonably priced general-purpose white printer paper.  It is 'ultra white,"" and the paper works extremely well with especially HP printers, but probably any printers in terms of clean and accurate feeds and precision results.  Print quality is very crisp and clean; even photographs reproduce well on this paper.  The price is excellent for this level of quality, and a paper of this type should always be used with better inkjet or laser printers made by HP and other manufacturers.",5,1,2018-10-24,1,8,1
"This is a great product. Bright white, nice weight.  My suggestion:  do not order it with other items.  When I did do so (twice), the shipping box was not sufficiently packaged to prevent damage from the heavy ream of paper to other items in the box, nor to itself, as it apparently flew around the inside of the shipping box during the shipping process.  If you want the product, and hope for a positive outcome, my suggestion: order it solo.  I won't order it from Amazon with other items again.  As an aside, Amazon was great with providing me a refund.",5,1,2018-10-18,1,7,0
"CAUTION""  I received two broken & open on two paper package sides""""""  one package had slight bent corners when I today just opened for use and one paper package was sealed in a re-wrapped plastic bag thus knowing shipping broken loose package.  This is the one with 1/2 bent folds in one corner at least 200 sheets. MY ISSUE IS THAT I NEED IT TODAY AND NOW.... SO I WILL KEEP.  See pictures of what was in sealed box just opened today.",2,1,2018-2-27,1,5,1
"The product came messed up, the box used for shipping was WAY to big, not enough packing to hold it in place and got shaken, as it was for a specific project with a timeline, I used what i could, the rest got trashed, not usable.. The product was as expected, that of it that survived. It works and the print is good. The paper is fine, but I will buy locally next time.",3,1,2018-1-18,1,5,0
"I thought this paper would be at least servicable judged on reviews, however it is very thin and lackluster.  I am a real estate broker and need to print reports for my customers and this paper produces reports that are poor quality, with ink bleeding through to the back and edges that curl up.  It's just plain flimsy.  It's actually the worst paper I have ever worked with, and I certainly expected better from the HP brand!  I'm assuming this paper was made decently in the past, however what they are now delivering must have suffered a severe drop in quality.",2,1,2020-5-15,1,2,0
"This is by far the worst printer paper I've ever used. It absolutely will not print in my Epson NX420 without jamming. I'm throwing away the ream of paper rather than risk breaking my printer with paper jam after paper jam. When I try printing with a sheet from another brand, I have no problem at all. As soon as I try using this again, I'm back to constant jamming. This was a lesson learned the hard way.",1,1,2019-10-9,1,1,0
It came in a box and was protected well throughout the transition. It arrived before 8pm. I am happy I have paper now loaded into my printer. Now I don't have to worry! The paper quality is good and I can definitely tell it is really white. When it prints the ink doesn't bleed onto the back of the printing paper. I think this paper handles it well.,5,1,2017-9-14,1,2,0
"I have found that this paper is the most consistent for every-day inkjet printer usage on the two HP ENVY Photo units in the household.  It is used mostly for black-and-white and pages such as emails and with highlight colors like the grocery shopping list from the grocery web site.  It works well with images from screen captures and on-line sites, even white on saturated black backgrounds when I can't avoid them.  I rarely need to switch to photo quality paper and high-quality print settings.Although HP provides on-line ordering, I have found order-management and fulfillment by Amazon Prime to be easier and also a cost-benefit, along with elimination of inessential travel.  This July 20, 2020 order was a re-order of a 2018-11-23 order of the same product.  There is no problem keeping a supply for such an extended time, consuming on ream at a time.",5,1,2020-9-1,1,2,0
Its paper. ... Came with the wrap all torn up but the paper was not crinkled up or folded so 👍 Will be buying more in the future. Costs the same as what I could get at office depot but it's a little higher quality so that's good. And I don't have to deal with sh*tty office depot workers who act like it's their business what I do and what I need whatever I'm buying for. 🤔 Ridiculous people who act like they are better than you and you the customer answer to them. Really weird. I'm so put off by brick n mortar shopping. Amazon is the best. 👍I will add though my printer stopped loading paper correctly and it kept jamming so I had to buy a new printer. Coincidence? 🤔 The new printer had no problems loading this paper. ... You decide.,5,1,2019-11-26,1,3,0
