comment,stars,verified,date,country,helpful,has-media
The noise cancellation is awesome and works well with cancelling out noises such as: 55 gallon fish tank with tetra air pump and filters; Honeywell hepa air purifier 50250S on high mode; central a/c on; dogs snoring.I can still hear people talking if they are 10ft away having a full conversation but it does help some. (I tested it in the office) For the price it meets my personal needs. The sound quality works equal or better than my iPhone 7s connecting headset. Sync to Bluetooth was a breeze. Love the case and doesn't take long to charge. The headphone is comfortable. Quality seems well bit. I will post an update if it breaks. :),5,1,2017-9-13,1,2,0
"After seeing all the high reviews for these headphones, I purchased them with the expectation that they were going to be amazing, I came to the realization that those reviews were not accurate. I’m of the belief that those high reviews were left after the initial use of the headphones.Construction quality - They feel flimsy at best. The earphones are comfortable but the unit tends to slide off of ones head and doesn’t stay in place. After using them for a few months one of the earphones broke away from the unit and is only hanging by a wire. For the life of me I can’t figure out how it happened or how it was even staying in place.",1,1,2018-12-21,1,1,1
"Absolutely love these. I have no issues. Generally, as long as the volume is high enough, I cannot hear anyone when music is playing (which I guess is the goal) but if it isn't high enough you can still here things. The color is really pretty...these have even fallen a few times and are still working great and perfectly. So they don't seem to break easily. I was little worried about buying some random brand of headphones but no regrets! The sound quality is great. The bass is great. I have no issues with it connecting to bluetooth as long as there are no other devices around it that it is connected to. IE, if my computer is on and my phone is on....it will choose to connect to whichever one the BT picks up first, which seems to always be the one that I don't want it to connect to. The battery lasts a very long time. As an example, one time I left them on a whole day and the battery still lasted a few more days before needing a charge.",5,1,2020-8-19,1,1,0
"I have tried many other brands of headphones and comparatively these look much nicer than some of the really expensive brands I have tried. The sound quality is also great and they block outside noise very well. I purchased these for a long haul flight I was taking and they were extremely comfortable and not super bulky and heavy. I am very pleased with the battery life too. Overall these are a great pair of headphones and I would recommend them to anyone, especially if you will be wearing for long periods of time.",5,1,2017-10-24,1,2,1
The right swivel axis broke AGAIN after 6 months of everyday use.  They're totally useless now and I had hoped they would of lasted longer.They were great while they worked but won't buy it again because I want something that will last longer.,1,1,2018-1-28,1,1,0
"I purchased these to use while studying. I'm a stay at home mom/college student and needed something to help block the noise of cartoons while studying. They block out background noises so I can easily focus on what I'm reading for school, and they visually tell my family that I'm working on homework. They're super comfortable and stay on really well. I was a little concerned about the potential to be too heavy, or to slip, but these are nicely cushioned in both the ears and headband. I really love that I can use them corded with my laptop, or via Bluetooth to watch some Netflix on my phone while laying with a sleeping kid. They hold a great charge so I can go from watching videos, to doing school work, to listening to podcasts while folding laundry while my kid naps. The Bluetooth range seems to be quite good, too! Overall, I'm very happy with this purchase, it has turned out to be much more versatile than I had originally anticipated, and that's fantastic! I don't think I would have made it through my accelerated summer class without them!",5,1,2020-8-17,1,1,0
"I have tried two competitor's products before...I had just about decided to give up on wireless when I came across the E7 and thought if I buy it and it sucks at least I could get a free no-hassle return.It came early (Thx, Amazon) and the first thing I noticed was the quality feel. It came fully charged and once I got it paired with my phone I played a classical selection that tests highs and lows well...I closed my eyes and could easily imagine I was in a concert hall. I loved it!!!",5,1,2020-8-21,1,1,0
"I got this noise cancelling headset because my house is very busy/loud all the time. Sometimes I just need to focus on one thing or have some peace. Not to mention, the sound these have is amazing. I grew up going to concerts in the 80’s & 90’s so I love LOUD music.My favorite thing to do is throw these on and crank up the music. The best part is I never miss a phone call. Owning a business, I have to be available to my customers. The addition of the phone features are what sold me on these. Plus, the battery life is really long as well. I don’t think I could have found a better choice for such a great price.",5,1,2020-8-18,1,1,1
"I really like these headphones. Yes they are clunky. But the sound quality is excellent for both music and audiobooks and the Wireless bluetooth battery lasts forever on one charge, not like those small ones that only last 2.5 hours on a charge. These last like 8 hours on one charge. They also cut the ambient noise around me if I want to activate the noise cancelling option. I never do because I use these to travel with and I need to hear what's around me. These headphones get me ""there and back again"" with a minimum of fuss. I just wish they were a little smaller.",5,1,2018-11-16,1,2,0
"Today I discovered that my prior top-rated critical review of this item had been deleted at some point, without notification.I purchased these headphones on Amazon and initially wrote a very positive, detailed review. I subsequently updated my review when these headphones malfunctioned.",1,1,2019-7-16,1,6,0
"Wow. These are absolutely phenomenal headphones. I bought them about a year and a half ago and I use them all the time. I had a pair of on ear headphones from a no-name brand a few years ago and, while they served their purpose, they were not impressively loud and became a little aggravating on the ears after a while. These sit very comfortably on my head while I do chores around the house or yard work etc. I run a mobile auto detailing business in my spare time and use them for that as well.  I don’t have a particularly large head and they fit nicely, but I imagine they would be better for someone with a big noggin. If I find myself looking down for too long they will start to slip off my head. I wouldn’t even attempt to do any kind of cardio with these. Weightlifting, sure but running - no. They are too loose and when using the noise canceling feature, any excess movement makes it crackle.The noise canceling is pretty decent. It’s not Bose quality but it’s plenty powerful to muffle a mower, vacuum or grinder. It almost entirely mutes plane noise. Like I mentioned, it doesn’t take much jostling to make it crackle, but if it becomes too annoying I just turn the NC off.",5,1,2018-4-24,1,3,1
I want to give special attention and rating to COWIN's AMAZING customer service.I never imagined they could be so kind and understanding and after contacting them I just had to go back and write this thankful review.,5,1,2018-12-9,1,8,0
"I am not a professional of any sort, just a 69 year old guy who wears hearing aides who wanted a good and comfortable pair of wireless headphones to use with my laptop while watching Netflix and YouTube. Bought two pair, the other one for my wife.The Cowin E-7 is a beautifully crafted, very comfortable, noise cancelling headphone and the sound quality everything I had hoped for. It paired up quickly with my HP Laptop on the first attempt without any hesitation. The fit and finish is near perfect in my opinion. The attractive brushed aluminum frame is very attractive, well padded and oh so smooth to the touch. It came with a nice leather like travel bag, a cord for direct connection to a cell phone, laptop or other similar device and a USB cable for charging the lithium battery. After performing a good long over night first-time battery charge, I used them for six continuous hours glorious comfortable hours. There was no fading of sound and the battery seemed to be ready for several more hours of use. The volume control is smooth and adjusts easily. The sound remained clear, crisp and easy to listen to from the highest to the lowest volume setting.",5,1,2017-7-20,1,1,0
"This product is on par with big brand names (and I have used several of them including Bose and Dr. Beats for over 6 months). It works just fine with cellphones and tablets. When turned on, it automatically connects to my cellphone every time after the initial set up. Voice quality for phone conversations is good; people at the other end could easily hear me. Wired connection is good as well.When one side of the heaphone did not work, I contacted the seller. They promptly responded back and took care of the issue, which I'm very happy about. I would highly recommend this product and the seller.",5,1,2017-5-9,1,8,0
Nicely packed. They are light have great sound. I noticed if you have the noise cancelling on and you barely bump them they make a crackling sound also the music sounds more like it's in a hall. With noise cancelling off they sound excellent crisp sound great bass the works. They are great headphones. UPDATE: THESE HEADPHONES ARE STILL AWESOME.MUSIC SOUNDS BETTER ON BLUTOOTH AND NOT WITH THE NOISE CANCELLING ON. YOU CAN SAVE $10.00 BY BUYING THE VERSION WITHOUT NOISE CANCELLING. THEY REALLY DON'T CANCEL OUT NOISE BUT WITH THE MUSIC PLAYING YOU DON'T HEAR OUTSIDE NOISE AND THE MUSIC SOUNDS LIKE YOUR THERE OR EVEN BETTER. GREAT QUALITY AND WORKMANSHIP. VERY WELL BUILT,5,1,2017-1-6,1,6,0
"Two weeks after first receiving these headphones, I find myself using them for a few hours everyday. They're comfortable enough for long listening periods, and I now consider the sound quality to be above average. 8.5/10 stars.I also forgot to mention the noise canceling feature in my initial review - 8.5/10 stars. Very good at masking ambient noise while preserving the integrity of the audio you're listening to. I'd say ambient noise is about 85‰ eliminated, which should put these headphones at least in the $150 range. On a full charge, no static, dropouts, or interference in the strong Bluetooth connection. After a few hours, the wireless connection destabilizes a bit, but I don't know any headphones that don't do the same thing. Plus, the shakey signal could just as easily be my computer's fault. That makes the ability  to charge these headphones and listen at the same time a very useful feature.",5,1,2017-9-16,1,4,1
"Look, I can't compare these to Bose, because I've never tried them before - or any other $300 pair of headphones. However, these are fantastic for me. I work in an open office environment and sometimes the level of noise spikes from ambient to distracting to intolerable (you know how there's always that one person in the office louder than everybody else? I sit next to five of them). The very first day, my colleague and I looked at each other and nodded, it's time for noise cancelling headphones - so I did some research, read some reviews, and bought two Cowin E-7's for us.Having never tried active noise cancelling before, I have to say I'm impressed (my coworker didn't like it, as the noise cancelling made her feel queasy, but that's not Cowin-specific, just the technology in general doesn't agree with her). For me, it puts a strong damper on the background noise. Now if people are talk-yelling loudly, of course I can still hear them, which is great because if someone yells FIRE! I'd like to know about it. But I'm streaming my Boston sports radio and my Pearl Jam and clacking away while my noisy keyboard to get some revenge to those who don't have noise-cancelling headphones like these.",5,1,2016-11-17,1,2,0
"I only had a pair of these for 2 months now and so far, they have been the best headphones I ever bought on this site! These E7 Noise Cancelling Headphones have been so comfy, easy, and convenient to use ever since the first day I took it out the box and started using them. They are pretty much my dream headphones I wanted to have when I relax, listen to music, watch TV, play video games, or even lie down (well on my back because the headphones are pretty big).Now I'll be honest, I felt very skeptical at first when getting these because they were going to be the most expensive wireless headphones I ever bought at the time, and I didn't wanted to become upset that I'm basically buying Beats headphones. But these $67 headphones that are capable of rechargeable noise cancelling, the most comfortable ear cushions ever, and a pretty long battery life shown me that they are most definitely worthy to buy!",5,1,2018-7-25,1,2,1
"July 31st 2017:I have had these for a week now and they are great wireless headphones. The unit is sturdy and built well. They are comfortable to wear, highly adjustable,have a soft/cushy pad, and fit quite snug around my ears. The bluetooth range is actually very good, I had no problems walking around the house with a strong connection. They connect flawlessly with my Samsung S6 and reconnect as soon as they are turned on. The NFC also works well to establish a connection almost instantaneously. Phone calls can be easily picked up and dropped with the play button. The active noise cancelling is decent. Microphone was pretty clear and my friend was able to hear me talk quite well. The buttons on the unit are somewhat shakey but still feel sturdy (they arent going to fall off).  The pouch that comes with it is awesome to protect your headphones from scratches.",5,0,2017-8-7,1,2,1
