comment,stars,verified,date,country,helpful,has-media
I really like the new Fire TV Stick 4K.  I has more memory than the previous one and has an TV off to turn my TV off.  It also has an all-new Alexa Voice Remote.  It seems to download faster than the old one.,5,1,2018-11-12,1,1,1
"I received this 4K Stick on Nov. 26. After installing and start streaming noticed that picture is not really bright. Messing with TV settings would not do any significant changes. Went to stick settings and changed ""Always HDR"" to ""Adaptive HDR"", well, brightness improved, but picture became bad, like playing VCR tapes on UHD TV.Anyway, called tech support and went through all motion and nothing helped. Ordered replacement, just to make sure its not isolated problem, but very skeptical it would help. Support emailed me that problem reported to Developers for investigation, but from what I know it usually comes back as ""problem with customer's TV"".",1,1,2018-12-1,1,1,0
"Update to my review, when I posted my original review see below, Amazon called me within 5 minutes.  Very helpful customer service person.  We tried a process on the device.  It fixed the AV sync issue.  I told the person if this stayed stable I would revise my review.  Sadly I do have to revise my review and say the process they had me do is not a permanent fix it would seem  Each time I use the Firestick it is out of sync again.  I even use my receivers sync option, I can get things synced but the next time I use the Firestick I have to either increase or decrease the sync time.  When I use my previous 4K Fire product ""not a Firestick, the flat square unit / the last generation I believe""  Everytime I use it sound is in sync no issues.  I admit the newer Firestick is faster and a bit better picture. I bought it for the DV option.  But having to manually adjust sound each time I watch a movie or other source through it is not worth the effort. Returning the unit.Original review:",1,1,2018-11-17,1,8,0
"**UPDATE**Changed from a 3 to a 4 star. Amazon reached out to me about the issue I was having with my fire stick hdmi cable and exchanged my fire stick for a new one. No problems with the new one so far. I'm glad they replaced the whole product because my remote started turning the TV on and off, I had to remove the batteries for it to stop. it happened twice I'm unsure the reason why. But the new set up I got hasn't had any problems.",4,1,2018-11-5,1,8,0
"Update: I had to move the fire stick to the living room so that it would be directly by the WiFi box in order for it to work. I had to move the Roku back to my bedroom (where the fire stick initially was) and that still works with ZERO buffering issues. Now, suddenly a month to so later, every single time I try to use the fire stick I get a message on the screen that says, “Home is Currently Unavailable. We are unable to connect to Amazon services. Please check your internet connection or try again later”. I then click the “go to network settings link” and it shows that I am connected and that the signal is great. Yet, I still can’t use the freaking fire stick. It has been 4 days and it still keeps saying that it cannot connect. Even though our phones, tablets, TVs, laptops, DVD players, Xboxes, and PlayStations are connecting fine, I rebooted the WiFi. I’ve tried disconnecting and reconnecting the fire stick to the WiFi. I’ve tried everything. I have always been a roku owner. I finally decided to give the fire stick a try and I regret it. I like the setup of the fire stick, but it’s pointless when I can’t even use it. I’d give it zero stars if I had the option to do so. I’m sending it back.",1,1,2018-11-28,1,8,1
"UPDATE:  I lowered the rating to two stars because it appears the only content available on Amazon Prime with Dolby Atmos audio is the Tom Clancy series, ""Jack Ryan"".  We were hoping to stop buying 4K Blu-ray disks and start streaming UHD HDR movies with Dolby Atmos through the new Fire Stick 4K.  We were surprised and disappointed when we purchased the online/streaming version of ""The Incredibles 2"", it only had Dolby 5.1 audio available..!I was even more disappointed after searching through the Netflix App, none of their 4K or Dolby Vision movies/shows were available with Dolby Atmos audio though the new Fire Stick 4K either.",2,1,2018-11-5,1,8,0
"I really like it, picture quality is great & there are lots of shows to watch on it. I was under the impression I would be able to watch all the shows for free though, that is not true. There are lots of movies you have to pay for to watch but it was still a good buy",5,1,2018-11-13,1,8,0
"We have a Sharp Roku TV that is two years old. The performance is a bit slow opening Playstation Vue and Tablo.  We tried DirectTV Now and it was unwatchable.  The menu was so slow changing channels that I cancelled the service (even though it was on promo for $10 a month).I saw that the Roku 4K stick's remote now had power, volume, and mute. Since it's a bedroom TV, sleep timer was essential. I read the sleep timer would be added later this year. The convenience of that is we would no longer have to use the Roku TV remote once I set the TV to automatically turn on to the Fire TV Stick.  My main concern was performance.  If this stick could push 4K with it's faster processor, then it will be great for 1080p.",5,1,2018-11-8,1,6,0
I have 3 Fire TV Stick (previous version) and 2 Fire TV Stick 4K (newest version) all running the latest software.The experience is virtually the same except some key differences:,3,1,2018-11-6,1,7,0
"Update to review below:After leaving my review, I received a phone call from a gentleman by the name of Steve. He reassured me that he would pass along my frustrations to Hallmark and see if anything can be done.",4,1,2018-11-14,1,6,0
The Fire TV Stick 4K works great. The most common problems people experience are:1. HDMI Extender (Included) - Use this because it is also an antenna and helps with Wi-Fi reception. Wi-Fi 2G is stronger and 5G is faster. If you are having Wi-Fi problems use 2G.,4,1,2018-11-6,1,2,0
"Prime Video works fine with this device, but Netflix is sub-par compared to Apple TV 4K.Netflix decides what format to select based on the audio/video capabilities of the player. It will only play 4K/UHD through this device if the 4K Firestick is plugged into an HDMI port that supports 4K at 50/60 Hz. On my TV, a 2015 Vizio M-55C2, there is only one such HDMI port, HDMI 5. This port won't upscale from below 720p, so my SD content and devices are unplayable on my TV without moving the HDMI cable to port 1 or 2. Apple TV 4K is happy with 4K at 30Hz, so no cable moving needed.",2,1,2018-11-5,1,2,0
"Reason I gave 4 stars instead of 5 , cause few tiny details. Mirroring is not working on new device, its just not available like on previous model. Also remote control slightly lugging .Other way new device is Great. Very smooth operation, easy install and setup, Crystal clear view. Just hope Amazon Team include Mirroring with new software update.",4,1,2018-11-5,1,1,0
"Three in a row now that have had various problems (pendant fire tv, fire cube, fire stick 4k).  Not sure why I keep trying new ones.  Still hoping Amazon will come through.The good about this is adding the dolby vision throughout including in menus is a very big picture improvement.  Even non-4k apps like playstation vue which normally don't look all that great get a huge visual improvement with this stick.  In addition it's finally nice to have a remote that controls the tv and volume.  They also did a good job of improving the speed which was a huge blunder on the fire cube.  For those reasons we are keeping this one instead of sending back.",1,1,2018-11-6,1,1,0
I really like this new device as it packs a lot of power at a great price.The new remote control is very handy as well. No more searching for the TV remote to adjust the volume or turn off power. The only thing I expected to have more memory not just 8GB other than that it's a great device I recommend it,5,1,2018-11-6,1,1,0
If you get this new Fire Stick forget cable. I love this new Fire Stick. I need one for each room. It has more features and stations that are free and come with the First Stick.,5,1,2018-11-5,1,1,0
"So you’ve heard about cutting the cord and you’re excited to save a little money, or you remember when you could stream just about any movie on Netflix, and you think a Fire TV Stick is the answer. The Amazon Fire TV Stick isn’t very expensive, but if you don’t wish to deal with the stress or disappointment, do your research first.After getting sick of paying for a whole cable subscription to watch nothing but local news, I installed a $600 antenna, only to find out the only channels available over the air in my area are PBS. After hearing about the Fire TV Stick, I thought I had found the answer. I was wrong.",1,1,2018-12-8,1,5,0
"This is my first time with a fire tv stick. So far is awful, firstly because I can't use most of the apps in it because I'm in DR. Secondly it keeps rebooting by itself! I think I was sent a faulty one. Tried to contact Amazon several times with no success. There's this thing every time I get out of an episode I'm watching on Netflix or Amazon Prime, it blanks and won't respond.So yeah, save your money.",1,1,2018-11-5,1,1,0
"So I love the fire stick. I do, it’s freaking awesome and all that. But when I upgraded to the 4K (and yeah, it really does make a HUGE difference over the regular), it just randomly stopped working one morning, four days after I bought it. Turned the tv on and nothing. Now, I called amazon and they’re sending me a new one, but here’s my gripe - my brand new technology stops working FOUR DAYS after I buy it, I spend 37 FREAKING MINUTES ON THE PHONE ABOUT IT, the dude finally says he’s gonna send me a new one and acts like I should freaking THANK him because “it’s free.” Are you serious? You think I’m gonna have to replace a brand-new item days after I bought it and PAY for the privilege? Plus the wasted time on the phone. I have NEVER had a REMOTELY bad experience with Amazon’s customer service, and while I realize this guy is likely just their one EEO choice, it left a nasty taste in my mouth. Ugh.Tl;dr: Thing crapped the bed after a couple days and Amazon’s customer service finally failed me.",1,1,2019-3-9,1,2,0
"I bought this primarily to compare to my 2017 Roku Ultra and to get Dolby Digital sound from Directv Now, which the ultra doesn't support for some reason.Setup was easy, plugged it into an extra input on my Denon x6200w. After downloading a firmware update which took maybe ten minutes I was up and running.",4,1,2018-11-7,1,1,1
"I have owned Fire TVs since the 1st generation box (2x 1st gen, 2x Sticks, 2x Pendants), and I have never had a problem with the hardware or streaming performance. These 4k Fire TV Sticks have put an end to that good luck.The main problem is an audio issue that causes the sound to cut out every 5 minutes or so of streaming video. It will stay cut out for several seconds, then come back with a very noticeable delay (500ms or so) which makes Netflix or streaming TV unwatchable. I have also seen strange picture glitches when streaming 4k HDR content.",1,1,2018-11-27,1,1,0
"Love this fire stick. Better, smoother functionality than the predicessor.",5,1,2018-11-10,1,3,0
"Was going to buy two more of these after I used it for awhile, this is a quicker device than previous gen models...for now. Buyer beware if you expect this to mirror or receive casts from your phone or tablet... It won't do that anymore... previous gens did!!! Very dissatisfied. If you want that feature (I sure do) then buy something else. Thanks to OS upgrades on my first gen and second gen sticks, they are becoming unusable due to slow performance of the bloated Amazon OS. Also, if you live stream Thursday NFL on the device it's super choppy and studders in the video, it's unwatchable. Second gen played NFL great, very smooth. I have this new stick wired to Ethernet and it sucks only with NFL live stream, everything else plays pretty smooth. I've played Amazon streams, Netflix, hulu etc, just an issue with NFL... Defective?",1,1,2018-11-21,1,2,0
"Its a great device but difficult to manage and not very user friendly. The hidden print is that you dont get ""500k free movies and apps and channels"" youtube is free and they have some free nature sounds channel and some kid games. Most everything else you have to buy or have a subscription to. Its 99 dollars a year for Amazon prime movies and pretty much anything else you want on Amazon site. Then Netflix , Hulu, Starz, HBO now, Sling, etc. ALL have a paid subscription. Also, if you want to watch anything that is on regular cable channels you have to have a TV provider (dish, direct tv, etc) so if you want to watch you have to pay for cable which is the WHOLE point of cutting the cord. If you pay for cable anyway why would you need this? The Alexa is pretty useless too. She always opens the wrong thing. At least I got it on prime day at half off. I already had my cable turned off so I have to live with it.  Don't bother, stay with cable.",2,1,2019-8-5,1,2,0
"Zero is my rate for this product. This product is 100% shit. I rather have Roku with live TV and more with no issues.4hrs of installation, even changed the wifi password and I still plan on returning this. NO LIVE TV. Basically nothing current, you dont get channels automatically, you have to download them or pay and still won't be live channels. Nothing is easy to find. A movie trailer played and then when I asked Alexa to find it, an app popped up which I had to download to watch the movie and also had to chose which way to watch and then find out I had to get another device. Parental control is soo over used I had to turn it off after 45 mins. I have never been more disappointed in a product and this is my 1st Amazon device product.  I won't buy any Amazon device products.",1,1,2018-12-5,1,2,0
"I've been using the FireTV stick for about two years, so I was a little skeptical ordering the 4G stick. That ""skeptical"" label can be removed right now. App downloads are much shorter, and the picture is much sharper. So far it hadn't needed repowering (like when the old stick became stuck). All that might change next week, but right now I think Amazon has hit a home run with this product.",5,1,2018-11-5,1,3,0
"Updated review 2/26/19:The Fire is OK, but the UI is very un-intuitive and distracted. I even have a RECAST attached, and it's just painful.",1,1,2018-11-9,1,2,0
"Two issues: first, random audio loss, no matter the app or source... Doesn't happen on same services on different hardware (PS4), then, second, payed $50, less than 30 days later on sale for 15 less. I'm getting so tired of Amazon. Oh yeah, and tech support for the audio...""reset the stick, check your internet""... Doesn't even listen that I've already done all of that!Otherwise, this could have been awesome! Great AV system control... The remote control features are the best. This could be a great piece of hardware if it functioned properly and I didn't get ripped off just for being an early adapter...",1,1,2018-11-27,1,2,0
"I received the Fire TV Stick 4K on launch day. I own the previous model and this is a much better experience. First off the remote is a huge improvement. The power button on the remote can turn on my tv, my receiver, fire stick, and switch the inputs automatically so the fire stick is on screen and ready to go with just one click of the power button. It's really nice. This is how it should have been all along. It gets even better though... lets say my TV is already on, and my receiver is set to a different input such as my FIOS tv box? All you do is click the home button on the remote and the remote switches the receiver to the correct hdmi input on the receiver for the fire stick! One remote to rule them all, and yes it controls volume on the receiver too! This is excellent. It's highly configurable. The setup is quite nice. You can define which inputs get picked when hitting the power and home button. You can define which device the volume buttons control. Amazon has done a great job with the Fire Stick 4K.It's faster than previous fire sticks. No more menu lag. Things are smoother and faster overall. I've used Roku, Chromecast Ultra and Fire Stick... I like them all for different reasons. I also dislike chromecast because 5.1 audio will not work on my receiver because chromecast refuses to support Dolby Digital or DTS 5.1. Fire stick has no problem handling DD5.1. This makes my plex and netflix experience much more enjoyable. The remote is better than not having a remote (chromecast). Roku's are very nice as well. All 3 of these options are great in their own way and frankly I had thought fire stick was the least desirable but recently I've come to realize I prefer Fire stick so I pre-ordered the 4K fire stick and I could not be happier with it. Amazon needs to keep up the good work. The 4K stick is a solid product and an excellent upgrade from the previous model",5,1,2018-11-5,1,5,0
"It's OK, a bit over hyped. Even though benchmarks show this is more powerful than the cube and the pendant, in actuality, there is no real world difference. I was annoyed because pairing this with the dot only had limited success. Once every thing is on, the navigation works fine, the voice commands ""open Netflix"", ""tune in ABC""(if you have Hulu live)- will work fine. The 2 main voice commands I need to I need to work through the dot are "" Alexa power on and Alexa power off"" to power on/off the fire TV stick and the TV. The voice command functionality to control system power on/off through the remote control works perfectly- so I know everything is communicating properly between he Fire TV stick and the TV. I can get the TV to turn-on by saying ""Alexa tune to ABC"" for instance. The problem here is that after I turn the power off,  when I turn it back on and go back to Hulu- there is no sound- Then I have to force-stop Hulu and restart the app to get sound back. I don't know if that's a bug in Hulu or in the pairing of the dot/fire TV- but either way it makes the roundabout way of using the dot voice command to power on the Fire TV and TV useless. I called Amazon support on this and they verified the same results as I had both with documentation and testing it during my chat session. The volume up/down also does not work through voice command via the dot. I think the most important dot pairing functionality is missing (voice command controlling power on/off) hopefully in the future they will fix this. The device on it's own is OK, the antenna is not as good as the one in the cube. If you want system voice control (without needing to pick up the remote) and more consistent streaming capability, I would recommend the Cube over this device.",3,1,2018-11-12,1,3,0
