comment,stars,verified,date,country,helpful,has-media
UPDATE: 2/28/2019 - This is now a FIVE star review. Please read the initial review and the update below.Initial review:,1,1,2019-2-18,1,2,0
"First off, to all the intel fanboys, yes we know the 8700k is the world grand champion for ultra high fps 1080p gaming when paired with an overpowered gpu.... but... this is by no means a slouch!  It's cheaper to build an awesome gaming/streaming rig with this and in the end your streaming results will be better.  I have been using this cpu now for a few weeks and frankly I can't see why anyone would go with intel right now... 8700k costs more and doesn't come with a cooler...this costs less and comes with a good cooler...  sure you can have 10 - 20 more fps when paired with a 1080ti but whats 120 vs 140 fps?  In some games this cpu even will beat out the 8700k btw so it's not really that far behind in gaming, but holy crap is this a multitasking beast... I can be rendering a video, playing games and streaming all at once with virtually no performance hit to the game...  and interestingly enough newer games seem to be using the 16 threads this offers... universe sandbox 2 will use all 16 threads and in intense simulation will nearly max it out... I asked myself then, what if I only had 6 cores like the 8700k?  ... I can tell you what, the game would have suffered.Cinebench scores reflect the true  power this cpu offers... this one out of the box hit 1809cb points... a click or two in the bios and managed 1851 while still using stock clocks.... just enabling precision boost overdrive.",5,1,2018-5-21,1,4,0
"General:I just upgraded from my old AMD FX 6300 build and the difference truly is night and day! Aesthetically, the prism cooler that came included is really gorgeous, though figuring out how to control the colors may prove to be somewhat difficult (I'm still reading up on it, and trying to snyc the colors with my ASUS motherboard).",5,1,2018-5-13,1,1,0
"This is a Beast!This processor is very good! I do Image Editing and mainly use Capture One and Photoshop. Previously I used i7 5th Gen CPU and with this upgrade, I can see a huge performance boost! Paired with X470Motherboard and GTX 1080, this beast is unstoppable. I quickly Exported ""25"" 46Mp RAW files to JPG in Capture One and this guy took only 40 Seconds!!! Whereas the same thing would take 3-4 minutes in my old setup. What more can I ask for? Here is my system details (Happy, happy)",5,1,2018-6-19,1,1,1
"This is a post will discredit Amazon a bit. I bought this CPU and it worked great for almost a month until it shorted itself out. I have had many issues buying PC parts from Amazon and I don't understand why. GPUs shipped broken, monitors busted... Anyway, this is supposed to be a review about the CPU itself.I actually got my currently-working 2700X from eBay on a sale. It's fantastic! 8 cores, 16 threads of 4.4GHz without even manually overclocking; the CPU overclocks itself better than I could!",5,1,2018-10-21,1,1,0
"**To control the RGB lighting on the cooler you only need to connect the USB connection to a motherboard USB Header and download the Wraith Prism Software from their site.. You DO NOT need to use the RGB cable. I know, sounds silly but this took me many face palms to figure out**I just recently built a system. 2700X paired with a MSi X570-A Pro motherboard, 16GB of Patriot Viper Steel RAM and a EVGA GTX 1080 SC2. I am amazed at the ""Out of the box"" performance of all these parts. No overclocking and I'm getting over 100fps @ 1080p on a 144Hz monitor in Borderlands 3 with all settings maxed out except volumetric lightning which i set to medium. The CPU idles around 37c-41c using the stock Wraith Prism cooler. I can not recommend this CPU enough. Ryzen is the definitely leading the way for gamers. A+",5,1,2019-11-15,1,7,1
"Coming from a Haswell-E 5820K, there is a significant boost in performance with the 2700X. This is my first AMD chip since the Athlon XP series. AMD has made a comeback in a big way and I'm happy to say they are finally able to seriously compete with Intel.I highly underestimated just how much the 5820K was bottlenecking my SLI GTX 970's. My average frame rate, depending on the game, has jumped 10 - 30fps. A good example would be Deus Ex Mankind Divided. A horribly optimized game that ran sub 40fps on the same SLI setup with the 5820K. That same game now never dips below 50fps, with an average of 65 - 70fps. Impressive.",5,1,2018-10-7,1,1,0
"This CPU is an amazing chip. I've worked with a lot of cpus and this one destroys absolutely everything. It has great ram support and it legitimately destroys the i7 6700k out of the box. If you are looking for a good motherboard, I really liked the ASRock X470 Master SLI/AC. I've built a lot of systems and I loved this motherboard. Unfortunately, this motherboard is a newegg exclusive but its really a good board. I used my old 3200 mhz g G.SKILL Ripjaws V Series 16GB memory. It runs at 3200 mhz by changing a single bios setting. This system is very stable and runs great. At first, I was sceptical about leaving Intel CPUs but I'm glad I did now. If your on the fence about this purchase, you should just go ahead and buy it. It's really the best value and performance in it's class. Plus it has an AWESOME stock cooler.",5,1,2018-6-20,1,1,0
This was my first time building a PC. I always heard that putting in the processor would be the most terrifying part.It really wasn't bad at all. LOL. The little needles lined up nicely and it was super easy to get them in thanks to very clear guides on the processor.,5,1,2019-11-15,1,6,1
"This is just frustrating. Have only been using this processor for 7 MONTHS and it suddenly shuts down! Before purchasing this processor I read so many reviews and watch so many videos just to make sure I was purchasing the best for what I was going to use it. I built in my desktop on February 2019 , so excited to be using it for work ( Graphic Designer and Video Editing production) everything was going good until last week when the PC suddenly shuts down... Sent it for an evaluation and the test showed that the AMD Processor was DEAD...Contacted Amazon Support and the only response I had was to email a department that would send me a response ( still waiting after 3 days ). SO are we paying all this money for something that is supposed to last only half a year? THIS IS CRAZY.  Was having high hopes here AMD.",1,1,2019-8-30,1,7,0
