comment,stars,verified,date,country,helpful,has-media
"First of all this camera is freaking amazing for the price! I searched for literal hours on youtube trying to figure out which affordable action cam to buy and out of frustration it took me about 2 days because each review of a camera, had a cheap action camera with missing features and sub-par reviews!!On day two I came across a youtuber with this specific  camera and was amazed! This camera has everything you need to get some amazing video shots and even comes with a bundle of accessories that would total over 1k probably if you were to try to get the go pro. The best part is that this camera shoots great high quality footage in 1080p and is so easy to carry around.  Its awesome that they include 2 batteries because action cams in general tend to have a short life span and with 2 batteries and my battery pack (see photo) I literally can get 3+ hours of use out of this thing! Its easy charge both overnight, once you use one battery plug the usb battery charger (included) into your travel battery pack and keep filming, you literally can just keep filming even out in the middle of nowhere and not have to worry about camera life.... This thing is AWESOME!!!",5,1,2018-4-8,1,1,1
Perfecto,5,1,2018-12-12,1,3,0
This is my first waterproof camera. I bought it for my snorkeling trip in Thailand. The place that we went snorkeling was a bit deep so most of pictures that I took from the surface were not very good. But If you use this camera to take pictures close up it works well. I think it depends on depth and lighting too. Also no leaks and it’s very good  for the price.,4,1,2019-1-1,1,2,1
"I wanted an action camera to document fishing trips and other outdoor activities but didn't know too much about them so I was uneasy about spending ~$300 on a GoPro. After searching hundreds of reviews, I decided on the AKASO EK7000 to test out the functionality and usefulness of an action camera. I was blown away..The picture quality was unreal. I hope the video I uploaded does it justice. I use 1080p 60fps instead of 4K to preserve memory and battery. Be sure get a good quality micro SD card with a high write speed! I use a 64GB UHS class 3 with 60MB/s which is about 6 hours worth of video at this quality. After a day of events, you can transfer the videos onto a computer and then delete the files on the SD card to have a fresh 6 hours again. The included wrist band has a record button that makes it really easy to start recording video mid-action. Also included were several accessories and attachments as well as 2 batteries. I couldn't be happier with my purchase. I just passed the 1 year mark with this camera and haven't even thought about buying another action cam.",5,1,2019-7-27,1,2,0
"I bought the ""ACASO EK7000 ULTRA HD 4K"" camera, after a friend of mine recommended me not to take my regular video handheld Cannon camera to those extreme conditions of northern Norway in winter because it will be hard to handle doing the activities we had planned over there.I was little skeptical but I bought the camera anyhow. I took also we me also our handheld camera which we used only 1 day in Stockholm and because it was warm winter day. The ""EK7000"" it was really neat and easy to use with your mobile phone I stuck the the camera in chest with the provided accessory leaving my hands free to handle the dogs and the sledge during our mushing (video attach) experience. I highly recommend getting one in fact I will be getting another one soon.",5,1,2019-3-20,1,1,0
"For the price, I did not expect much. However, the camera does indeed take decent videos. I only use 1080P 60FPS mode and while it does not compare to my video shot on my  400 dollar Canon camcorder, it's not bad.  I wish I had spent $20.00 extra and bought the model with image stabilization, but too late now. One problem I had was that in the auto power off mode, the camera would shut itself off, and I could not get it to turn back on without pulling out the battery and reinserting. I shut the auto battery/power saver off on the menu and this corrected the problem. The camera has a short learning curve. I wanted a discrete small camera to use candidly and also mount on the handlebars of my bike and it works good, as well as a dash cam in my car. However, hanging the camera on my chest and walking around, there is just too much jumping around without image stabilization. The sound is about fair, but for my purposes, it is ok as I am not interviewing anyone. As I said, if I had it to do over again, I would buy the camera model with image stabilization. However, I am happy with the purchase as I could not afford a Go-Pro.  Decent resolution inside a house with just daylight.  For me, battery life is OK, as I have shot 20 minutes continuous video on one of the two batteries that come with it.",5,1,2019-3-9,1,1,1
This camera is great! I don't do any action sport but I needed a camera for underwater pictures and videos during my vacation. And the result is very good!,5,1,2019-3-22,1,1,1
"I researched and reviewed and went to forums and and and to find a action cam that would suite my needs and I found the perfect match.  I have put this camera through just about everything and it still runs.  I've dove to over 100ft deep (make sure to get a red lens filter) , gone dirt biking across idaho, climbed to tall mountains, gone downhill skiing, snowmobiling, swimming, snorkeling, running, biking, cycling, sledding, cliff jumping, put it on a drone (and crashed drone with it), cave tubing, river rafting, and the list goes on and on.  I am not easy on equipment  so wanted a device to hold up to my demand.  That and if I did something like run it over or drop it out of a plane or who knows what to actually destroy it I wouldn't be out 100s of dollars like with a gopro but a $100 or so.  I actually purchased another one for my wife and kids to use which they are putting through the tests as well.  I have a few sd cards I change out and an ipad to download to the ismart dv app.  Just have to put the camera in wifi mode connect to it on your device open up ismart dv and download pictures and videos.  I usually just edit on my iphone or ipad using the photo program.  Then either send off to family and friends and/or post on facebook or other places.  I ended up buying the large accessory kit for each camera, with extra batteries.  I have used most all the attachments and enjoyed all the possibilities it gives me to video all my adventures with family and friends.  So many positives and few issues.  I think the only issue I really have had is the certain camera I have has not kept an accurate date no matter if I program it or not.  The one I purchased for my wife and kids keeps the date fine.  I am currently working with company on figuring it out and they have been great about responding to me and making sure to work through the situation which I appreciate A LOT.  The only other thing is battery life but that goes for all devices, you never have enough battery life so I just bring along an extra battery as well as a portable charger.  Can't say enough about this awesome little video camera and all that I have put it through only to enjoy it more.  THANK YOU AKASO and I will continue to share with others and buy for others.  I run a computer/technology shop so I do my research and deal with plenty of problematic devices and this is one I don't have to worry about.  Play on!",5,1,2019-7-1,1,1,1
"I bought this cameral for a trip to Key West. Pictures and videos turned out great!! Video is the default for this camera, which caused me many lost pictures and the only reason I didn't give a 5 star rating. Easy to use, Never had any problems with using under water.",5,1,2019-7-21,1,9,1
"I ordered this camera in 2017, expecting to lightly use it for mountain biking, a trip to the Virgin Islands, and for occasional other action sports. Reviews led me to believe this camera was worth the price considering the features it had and its overall quality.After a few uses over 4 months, I was happy with the camera and its functionality. The inclusion of only one battery with the camera itself was disappointing, however the same model battery can be found elsewhere easily enough. It took decent footage,  however sound was poor and the waterproof case for the camera is a poor fit so the camera rattles constantly (remedied by a small piece of rubber band between camera and case).",1,1,2019-1-29,1,7,0
"We recently went snorkeling in Honduras and Belize, and this camera did wonderfully. Video was perfect as were the stills. Went down about 30 feet and the waterproof case held up as advertised. Just like photos on land, shoot away from the sun to avoid too much green tinging under the water. I've also used a GoPro Hero which offers the same features, for more than triple the cost of this...there was no difference in quality. Thank you Akaso for allowing me to shoot such great memories of this trip!",5,1,2019-7-18,1,6,1
"I first ordered this in late February 2019. Unfortunately the microSD card slot was defective and I returned the camera. (The contact was bad and recordings could be corrupted if the camera was bumped, and thinner microSD cards would just not be recognized outright.)The company reached out to me after my initial review and explained that the unit I had received was two years old and had been returned because it was defective but was somehow sent out again as if it were new. They provided a newer model and accessories as way of apology. The difference in the products over the two year timespan shows that the company does pay attention to quality issues.",5,1,2019-3-6,1,9,0
"Great deal for a great little camera! Bought this for taking pictures in / under the water for a trip to the Philippines and didnt feel like spending hundreds. It certainly has some quirks and a learning curve, but it works great and definitely can't beat the price! Photo quality is great, would give 4 stars for some of the quirks but gets a bonus star for the great price!Some notes:",5,1,2017-2-11,1,6,1
Underwater footage outstanding!! I do a lot of icefishing and this camera is beyond my expectations for quality!!  Quality is just as good  even if you are not using it underwater.  I am 100% satisfied!!!!,5,1,2019-2-7,1,7,1
"I just tested the waterproof casing of this camera and proved to be satisfying, I placed one of my aquarium display inside the bucket half full of water and submerged the camera to take a screenshot of it, I tried to stabilize the camera while I pressed the remote to take the shot.  I have to put some lighting because it is too dark outside.You can't go wrong with this camera, I'll bring this camera to my trip to Legoland and to a cruise in couple of months.",5,1,2018-12-30,1,9,1
"P.O.S.! First, it Wi-Fi’s to your device for use. Why? Why not “Bluetooth “ ! Because now, I can’t watch the video on my iPad because I don’t have Wi-Fi because I’m using it for this thing! If you use Wi-Fi to set it up and start/stop video, it stops recording on its own! So I use the button to start/stop the recording. It stopped and started on its own 4 times. Some videos are a few minutes, some are more! Then I’m scrolling through the options trying figure out why and... guess what the other word for delete is? .....Format!! Yep, I pressed that and it deleted everything!! No prompt, no this will delete any pics or videos you have, nothing. I was so P.O. I threw the camera against the wall smashing it to pieces! There, hows that for a review!",1,1,2018-6-11,1,5,0
"Update 4/9As you can read below I had some issues with my camera. I did not contact support, they contacted me from my review. They have been more than supportive and helpful with my issues and immediately offered a replacement. We had several correspondences between us that were all focused on me being happy. They sent a replacement camera and a return label for the other one. They did ask me to update my review based on that. I am happy to update it as they have done everything possible to make me happy.",5,1,2018-3-13,1,8,0
